	t	x	n
  0.7413   0.0657 1156.0000 
  0.7528   0.0000 712.0000 
  0.7500   0.0761 552.0000 
  0.7908   0.0000 368.0000 
  0.7252   0.1438 473.0000 
  0.6935   0.2480 992.0000 
  0.7043   0.1708 1089.0000 
  0.7467   0.0067 450.0000 
  0.7118   0.0000 1530.0000 
  0.6578   0.0027 1125.0000 
  0.6827   0.0018 1642.0000 
  0.7009   0.0020 1023.0000 
  0.7273   0.0011 913.0000 
  0.7239   0.0577 815.0000 
  0.7991   0.1652 702.0000 
  0.6603   0.0690 1463.0000 
  0.6633   0.1045 1589.0000 
  0.7000   0.0327 550.0000 
  0.6655   0.0000 1190.0000 
  0.6305   0.5119 295.0000 
  0.7031   0.3155 485.0000 
  0.5086   0.0343 175.0000 
  0.7167   0.0000 240.0000 
  0.7863   0.0256 117.0000 
  0.7525   0.4257 101.0000 
  0.7342   0.0219 365.0000 
  0.6913   0.2886 149.0000 
  0.6060   0.9982 566.0000 
  0.7081   0.1491 322.0000 
  0.5851   1.0000 470.0000 
  0.6466   0.9945 549.0000 
  0.5696   0.9972 704.0000 
  0.5902   0.9918 610.0000 
  0.5926   0.8718 351.0000 
  0.7587   0.0000 344.0000 
  0.6340   0.7940 500.0000 
  0.7794   0.0368 272.0000 
  0.7176   0.0021 478.0000 
  0.7481   0.0000 516.0000 
  0.7813   0.0754 544.0000 
  0.6803   0.0738 610.0000 
  0.7287   0.1299 693.0000 
  0.6854   0.2206 553.0000 
  0.6326   0.6542 509.0000 
  0.5887   0.9624 744.0000 
  0.7135   0.1481 520.0000 
  0.7041   0.0426 517.0000 
  0.6156   0.0688 320.0000 
  0.6538   0.2546 491.0000 
  0.5536   0.6384 578.0000 
  0.6437   0.9925 668.0000 
  0.6036   0.9968 618.0000 
  0.6621   0.5762 512.0000 
  0.6299   0.4929 562.0000 
  0.7883   0.0533 600.0000 
  0.7220   0.0065 464.0000 
  0.6923   0.1109 559.0000 
  0.7580   0.0529 529.0000 
  0.7139   0.0526 818.0000 
  0.7399   0.0362 719.0000 
  0.6812   0.3460 552.0000 
  0.7436   0.1795 117.0000 
  0.5954   0.6590 346.0000 
  0.7031   0.2073 357.0000 
  0.6661   0.2199 623.0000 
  0.5377   0.6789 517.0000 
  0.6467   0.2356 433.0000 
  0.7422   0.3867 225.0000 
  0.5899   0.7350 317.0000 
  0.6322   0.0000  87.0000 
  0.7857   0.4664 238.0000 
  0.6719   0.6364 253.0000 
  0.6306   0.3559 222.0000 
  0.6186   0.4316 936.0000 
  0.5773   0.3074 1223.0000 
  0.4832   0.4070 656.0000 
  0.4632   0.6456 855.0000 
  0.5328   0.8043 792.0000 
  0.6257   0.3915 756.0000 
  0.7656   0.0000 448.0000 
  0.5321   0.9088 669.0000 
  0.6827   0.1196 769.0000 
  0.6268   0.0482 1163.0000 
  0.6446   0.1511 1615.0000 
  0.7380   0.0000 603.0000 
  0.5773   0.9897 776.0000 
  0.8621   0.1782 174.0000 
  0.7487   0.2974 195.0000 
  0.7600   0.0000 300.0000 
  0.7061   0.2365 296.0000 
  0.7088   0.1404 285.0000 
  0.6370   0.1285 708.0000 
  0.5829   0.7265 362.0000 
  0.7222   0.6728 648.0000 
  0.7117   0.0286 489.0000 
  0.7295   0.0400 525.0000 
  0.7331   0.2562 281.0000 
  0.5534   0.1845 103.0000 
  0.6443   0.4585 253.0000 
  0.7075   0.0680 294.0000 
  0.7668   0.0027 373.0000 
  0.6620   0.5833 216.0000 
  0.7354   0.2960 446.0000 
  0.7097   0.0215  93.0000 
  0.7294   0.1176  85.0000 
  0.6224   0.4266 286.0000 
  0.5090   0.9608 332.0000 
  0.6887   0.6732 257.0000 
  0.6747   0.4251 581.0000 
  0.6740   0.1850 227.0000 
  0.5969   0.0031 325.0000 
  0.6173   0.0000  81.0000 
  0.6383   0.0142 141.0000 
  0.6372   0.1209 339.0000 
  0.6098   0.6402 264.0000 
  0.5492   0.3484 244.0000 
  0.5975   0.1951 405.0000 
  0.5652   0.9517 414.0000 
  0.5498   0.9957 462.0000 
  0.4409   0.2620 313.0000 
  0.3320   0.3713 509.0000 
  0.5673   0.9298 171.0000 
  0.5279   0.9861 718.0000 
  0.6111   0.9630 108.0000 
  0.5376   0.9847 852.0000 
  0.5146   0.9892 651.0000 
  0.5183   0.9346 872.0000 
  0.3881   0.1955 353.0000 
  0.5969   0.6589 129.0000 
  0.6000   0.5231  65.0000 
  0.6792   0.5566 318.0000 
  0.5225   0.9459 222.0000 
  0.5628   0.5956 183.0000 
  0.5914   0.9391 279.0000 
  0.5738   0.5839 298.0000 
  0.6287   0.3388 307.0000 
  0.6478   0.3082 159.0000 
  0.7115   0.1731 260.0000 
  0.6757   0.2196 296.0000 
  0.6407   0.3889 270.0000 
  0.6950   0.2250 200.0000 
  0.6537   0.0848 283.0000 
  0.5960   0.3510 302.0000 
  0.6469   0.2268 388.0000 
  0.6477   0.0795 352.0000 
  0.4786   0.6997 796.0000 
  0.6421   0.9797 394.0000 
  0.5888   0.9213 394.0000 
  0.6274   0.4953 212.0000 
  0.6350   0.1250 200.0000 
  0.7376   0.1188 202.0000 
  0.6856   0.0213 423.0000 
  0.7773   0.0044 458.0000 
  0.7551   0.0170 294.0000 
  0.7331   0.0036 281.0000 
  0.7323   0.0123 325.0000 
  0.6800   0.0040 250.0000 
  0.7549   0.0000 257.0000 
  0.7826   0.0000 322.0000 
  0.7842   0.0036 278.0000 
  0.7519   0.0025 395.0000 
  0.6548   0.0027 365.0000 
  0.7109   0.0059 339.0000 
  0.7528   0.0000 360.0000 
  0.7515   0.0000 499.0000 
  0.7370   0.0000 559.0000 
  0.7392   0.0018 556.0000 
  0.7859   0.0021 481.0000 
  0.7614   0.0000 440.0000 
  0.7253   0.0027 364.0000 
  0.7104   0.0000 366.0000 
  0.7268   0.0000 355.0000 
  0.7522   0.0029 347.0000 
  0.7485   0.0046 656.0000 
  0.7486   0.0041 736.0000 
  0.6210   0.0029 343.0000 
  0.6221   0.0945 307.0000 
  0.6505   0.0255 392.0000 
  0.2953   0.7720 193.0000 
  0.5749   0.9860 501.0000 
  0.5779   0.9848 725.0000 
  0.6374   0.9707 546.0000 
  0.6383   0.9385 423.0000 
  0.6821   0.9464 280.0000 
  0.6479   0.8727 267.0000 
  0.6880   0.6090 266.0000 
  0.6503   0.2362 326.0000 
  0.7283   0.0067 449.0000 
  0.7432   0.0785 331.0000 
  0.7143   0.0323 371.0000 
  0.6920   0.0415 289.0000 
  0.7271   0.0000 414.0000 
  0.7547   0.0170 530.0000 
  0.7692   0.0044 455.0000 
  0.5943   0.0203 493.0000 
  0.6481   0.1059 557.0000 
  0.6213   0.8685 441.0000 
  0.5831   0.9386 391.0000 
  0.6571   0.9466 487.0000 
  0.6288   0.8631 431.0000 
  0.6225   0.4282 355.0000 
  0.7176   0.1401 471.0000 
  0.6175   0.1351 570.0000 
  0.5908   0.5012 413.0000 
  0.5756   0.9097 443.0000 
  0.5686   0.9755 408.0000 
  0.6100   0.9741 541.0000 
  0.6210   0.9238 525.0000 
  0.6545   0.9734 602.0000 
  0.6926   0.9587 605.0000 
  0.6618   0.9902 408.0000 
  0.6931   0.9743 505.0000 
  0.6060   0.9900 500.0000 
  0.6985   0.9280 597.0000 
  0.6643   0.5554 560.0000 
  0.6523   0.9642 558.0000 
  0.6894   0.9691 615.0000 
  0.6430   0.7850 493.0000 
  0.7162   0.7483 437.0000 
  0.6875   0.4432 176.0000 
  0.6838   0.1239 234.0000 
  0.6873   0.3859 806.0000 
  0.7480   0.5818 373.0000 
  0.6801   0.9798 644.0000 
  0.7099   0.9245 424.0000 
  0.7315   0.8919 555.0000 
  0.6754   0.8389 422.0000 
  0.6881   0.7874 776.0000 
  0.4899   0.8612 994.0000 
  0.7331   0.8624 843.0000 
  0.6716   0.8402 338.0000 
  0.6991   0.9556 585.0000 
  0.5492   0.9926 1087.0000 
  0.6102   0.9576 708.0000 
  0.5403   0.9898 683.0000 
  0.6975   0.9682 628.0000 
  0.7332   0.8977 596.0000 
  0.7081   0.8548 675.0000 
  0.7401   0.6207 377.0000 
  0.7598   0.4661 487.0000 
  0.7669   0.2430 502.0000 
  0.7095   0.1957 327.0000 
  0.7287   0.0853 457.0000 
  0.7447   0.7486 521.0000 
  0.7471   0.4677 526.0000 
  0.6932   0.2898 352.0000 
  0.7338   0.2423 293.0000 
  0.6925   0.1321 530.0000 
  0.7471   0.3471 340.0000 
  0.6658   0.1865 386.0000 
  0.7377   0.0984 610.0000 
  0.7520   0.0509 629.0000 
  0.7627   0.0067 451.0000 
  0.7512   0.0146 410.0000 
  0.5174   0.1642 402.0000 
  0.5580   0.2543 405.0000 
  0.6077   0.5967 362.0000 
  0.4881   0.8016 252.0000 
  0.5621   0.6723 354.0000 
  0.6329   0.8047 425.0000 
  0.6290   0.8614 469.0000 
  0.5880   0.9366 568.0000 
  0.6188   0.8498 446.0000 
  0.6286   0.9378 482.0000 
  0.6436   0.8893 578.0000 
  0.6111   0.8708 774.0000 
  0.5127   0.7989 353.0000 
  0.7065   0.5124 603.0000 
  0.6158   0.6441 354.0000 
  0.6691   0.4173 405.0000 
  0.6283   0.3457 460.0000 
  0.7070   0.3418 471.0000 
  0.6421   0.2779 475.0000 
  0.6922   0.1511 536.0000 
  0.6673   0.0646 511.0000 
  0.6948   0.1095 557.0000 
  0.7175   0.1829 492.0000 
  0.7249   0.2031 389.0000 
  0.6552   0.3289 377.0000 
  0.7775   0.2404 391.0000 
  0.7054   0.6125 560.0000 
  0.6556   0.3416 363.0000 
  0.7062   0.8047 548.0000 
  0.6637   0.1045 794.0000 
  0.6526   0.3218 665.0000 
  0.6858   0.8091 592.0000 
  0.5828   0.6199 592.0000 
  0.6589   0.6729 428.0000 
  0.6222   0.9663 712.0000 
  0.6368   0.9892 837.0000 
  0.6342   0.9985 678.0000 
  0.5904   0.8362 586.0000 
  0.6129   0.9846 713.0000 
  0.6313   0.9681 689.0000 
  0.6279   0.9951 610.0000 
  0.5920   0.9969 326.0000 
  0.6426   0.9910 666.0000 
  0.5892   0.9931 723.0000 
  0.6216   0.9938 806.0000 
  0.5915   0.9893 563.0000 
  0.5766   0.8295 692.0000 
  0.6016   0.9812 640.0000 
  0.6473   0.9897 774.0000 
  0.6731   0.9945 361.0000 
  0.5452   0.6021 387.0000 
  0.5486   0.7374 514.0000 
  0.5862   0.4483 290.0000 
  0.5630   0.3901 405.0000 
  0.5982   0.3343 341.0000 
  0.5289   0.5184 380.0000 
  0.5699   0.4220 372.0000 
  0.5749   0.4332 367.0000 
  0.6041   0.8299 629.0000 
  0.5675   0.8970 437.0000 
  0.5245   0.8102 511.0000 
  0.6041   0.6802 197.0000 
  0.5543   0.9559 635.0000 
  0.5935   0.9530 829.0000 
  0.6284   0.9661 767.0000 
  0.5233   0.7694 386.0000 
  0.6161   0.9890 547.0000 
  0.5905   0.9770 652.0000 
  0.5455   0.9875 561.0000 
  0.4720   0.9888 805.0000 
  0.5469   0.9812 693.0000 
  0.4709   0.9906 1066.0000 
  0.4672   0.9921 1143.0000 
  0.4718   0.9959 1223.0000 
  0.4350   0.9939 984.0000 
  0.5658   0.5493 304.0000 
  0.5449   0.4081 468.0000 
  0.7318   0.6093 343.0000 
  0.7783   0.6399 672.0000 
  0.7599   0.6254 558.0000 
  0.7568   0.6615 514.0000 
  0.7145   0.9928 690.0000 
  0.7312   0.9965 573.0000 
  0.7653   0.9936 622.0000 
  0.7422   0.9911 671.0000 
  0.4879   0.6707 580.0000 
  0.6103   0.7188 793.0000 
  0.6210   0.9127 504.0000 
  0.6429   0.9904 728.0000 
  0.7250   0.9833 600.0000 
  0.6264   0.9141 629.0000 
  0.6722   0.7530 421.0000 
  0.6853   0.5959 537.0000 
  0.6275   0.9742 698.0000 
  0.6283   0.8451 452.0000 
  0.6595   0.2627 373.0000 
  0.7207   0.1910 487.0000 
  0.7119   0.2903 472.0000 
  0.7054   0.2805 353.0000 
  0.7362   0.3372 436.0000 
  0.6712   0.2068 730.0000 
  0.6841   0.2545 440.0000 
  0.7125   0.2178 473.0000 
  0.7326   0.2618 718.0000 
  0.6850   0.2991 692.0000 
  0.7263   0.2263 464.0000 
  0.7271   0.2413 601.0000 
  0.6270   0.5431 823.0000 
  0.5180   0.5902 388.0000 
  0.6357   0.7793 571.0000 
  0.4505   0.5258 677.0000 
  0.6702   0.6825 567.0000 
  0.6319   0.3507 576.0000 
  0.7085   0.4000 710.0000 
  0.5895   0.4148 458.0000 
  0.5907   0.2449 535.0000 
  0.7381   0.0818 611.0000 
  0.5788   0.5940 463.0000 
  0.7234   0.0851 141.0000 
  0.6042   0.5914 1089.0000 
  0.5916   0.9102 813.0000 
  0.7048   0.2565 542.0000 
  0.6220   0.7761 746.0000 
  0.5981   0.4505 535.0000 
  0.6906   0.4080 598.0000 
  0.7450   0.6102 549.0000 
  0.3920   0.8658 477.0000 
  0.7496   0.4328 603.0000 
  0.6295   0.5045 448.0000 
  0.7032   0.4627 657.0000 
  0.6767   0.3783 563.0000 
  0.5136   0.8142 845.0000 
  0.6306   0.8301 877.0000 
  0.6667   0.4647 411.0000 
  0.7152   0.5827 611.0000 
  0.5855   0.3913 1035.0000 
  0.6737   0.5254 236.0000 
  0.6772   0.3114 790.0000 
  0.6885   0.4797 838.0000 
  0.6918   0.8416 928.0000 
  0.6068   0.9407 1231.0000 
  0.6483   0.7535 1521.0000 
  0.7727   0.8490 629.0000 
  0.7049   0.1686 759.0000 
  0.6197   0.5935 802.0000 
  0.6751   0.7062 834.0000 
  0.7368   0.4797 813.0000 
  0.6114   0.0917 687.0000 
  0.6508   0.0000 421.0000 
  0.4640   0.9555 584.0000 
  0.4734   0.9392 526.0000 
  0.4510   0.9251 561.0000 
  0.6123   0.4626 227.0000 
  0.4411   0.2205 331.0000 
  0.6050   0.0801 362.0000 
  0.5731   0.0626 527.0000 
  0.4352   0.6269 386.0000 
  0.6051   0.5909 352.0000 
  0.5547   0.9781 640.0000 
  0.5590   0.9791 669.0000 
  0.5325   0.9777 539.0000 
  0.5683   0.8635 271.0000 
  0.5082   0.6995 366.0000 
  0.6459   0.6232 353.0000 
  0.6154   0.4144 403.0000 
  0.5801   0.5827 381.0000 
  0.5260   0.1713 327.0000 
  0.5816   0.0593 337.0000 
  0.6173   0.0123 405.0000 
  0.6103   0.0100 603.0000 
  0.5746   0.4639 623.0000 
  0.6003   0.9843 638.0000 
  0.6123   0.9901 503.0000 
  0.5453   0.9868 530.0000 
  0.5617   0.9942 689.0000 
  0.5132   0.9861 721.0000 
  0.5751   0.9902 819.0000 
  0.5581   0.9899 396.0000 
  0.5942   0.9903 414.0000 
  0.6176   0.9947 374.0000 
  0.6237   0.3763 372.0000 
  0.6771   0.6949 449.0000 
  0.6261   0.7080 452.0000 
  0.6565   0.3019 361.0000 
  0.5898   0.0857 490.0000 
  0.6690   0.2766 423.0000 
  0.6119   0.0765 353.0000 
  0.4913   0.0697 287.0000 
  0.5915   0.6255 470.0000 
  0.6027   0.1429 448.0000 
  0.6302   0.7437 749.0000 
  0.6216   0.8118 510.0000 
  0.5577   0.9808 728.0000 
  0.6348   0.8565 627.0000 
  0.5840   0.9864 589.0000 
  0.6027   0.9346 657.0000 
  0.6354   0.9127 458.0000 
  0.6845   0.8095 672.0000 
  0.6208   0.9663 356.0000 
  0.6619   0.9714 630.0000 
  0.6031   0.5323 325.0000 
  0.6756   0.5113 487.0000 
  0.6409   0.3940 401.0000 
  0.6567   0.4263 638.0000 
  0.6401   0.5688 603.0000 
  0.6525   0.2837 423.0000 
  0.6143   0.1625 363.0000 
  0.6832   0.1227 546.0000 
  0.6466   0.2030 532.0000 
  0.6526   0.0067 449.0000 
  0.6443   0.8171 596.0000 
  0.6491   0.7610 456.0000 
  0.6197   0.8813 497.0000 
  0.6658   0.9185 368.0000 
  0.6071   0.8357 420.0000 
  0.6706   0.2033 428.0000 
  0.6546   0.0597 469.0000 
  0.6817   0.0542 443.0000 
  0.6567   0.0644 466.0000 
  0.6959   0.0161 434.0000 
  0.5714   0.0585 427.0000 
  0.6284   0.0275 436.0000 
  0.7232   0.0857 607.0000 
  0.6667   0.0017 579.0000 
  0.7122   0.0020 490.0000 
  0.6748   0.0033 615.0000 
  0.6633   0.1202 499.0000 
  0.6718   0.0066 457.0000 
  0.6471   0.0171 527.0000 
  0.4030   0.1343 268.0000 
  0.5288   0.0535 486.0000 
  0.6813   0.0076 659.0000 
  0.6661   0.0089 563.0000 
  0.6394   0.0071 563.0000 
  0.7082   0.0021 466.0000 
  0.6599   0.0238 294.0000 
  0.6624   0.0179 391.0000 
  0.6863   0.0893 459.0000 
  0.7215   0.0035 578.0000 
  0.6566   0.1548 562.0000 
  0.6675   0.0825 424.0000 
  0.7049   0.5732 471.0000 
  0.6655   0.4358 296.0000 
  0.7558   0.0234 385.0000 
  0.6834   0.4850 499.0000 
  0.5638   0.9719 392.0000 
  0.6310   0.9966 290.0000 
  0.5566   0.1133 309.0000 
  0.5970   0.1738 397.0000 
  0.5978   0.1927 358.0000 
  0.5938   0.2552 192.0000 
  0.5931   0.8824 408.0000 
  0.5394   0.9172 495.0000 
  0.6034   0.8017 237.0000 
  0.6685   0.7303 356.0000 
  0.5874   0.7191 509.0000 
  0.6053   0.8623 494.0000 
  0.5085   0.9841 820.0000 
  0.6027   0.8923 297.0000 
  0.6805   0.4497 338.0000 
  0.6441   0.6940 562.0000 
  0.6439   0.4742 542.0000 
  0.6746   0.3905 461.0000 
  0.5137   0.8543 693.0000 
  0.7440   0.1203 582.0000 
  0.6930   0.0406 443.0000 
  0.6616   0.0825 594.0000 
  0.7103   0.1215 535.0000 
  0.6456   0.1677 316.0000 
  0.6078   0.6013 612.0000 
  0.6538   0.0843 439.0000 
  0.4970   0.4558 656.0000 
  0.6921   0.6332 747.0000 
  0.7159   0.1269 528.0000 
  0.7319   0.0280 429.0000 
  0.7026   0.2927 844.0000 
  0.7045   0.0150 802.0000 
  0.6885   0.0313 671.0000 
  0.6667   0.0153 654.0000 
  0.7000   0.0128 390.0000 
  0.6598   0.0158 632.0000 
  0.6260   0.2109 754.0000 
  0.6230   0.0037 801.0000 
  0.6282   0.2766 987.0000 
  0.5972   0.0090 782.0000 
  0.6451   0.0549 820.0000 
  0.6340   0.9895 571.0000 
  0.6667   0.2484 153.0000 
  0.6667   0.9654 636.0000 
  0.6311   0.9202 965.0000 
  0.6380   0.6224 384.0000 
  0.6844   0.5587 358.0000 
  0.6089   0.0233 514.0000 
  0.6299   0.2668 581.0000 
  0.6673   0.3989 559.0000 
  0.7050   0.1599 444.0000 
  0.6233   0.5736 645.0000 
  0.6481   0.0949 432.0000 
  0.7269   0.0271 443.0000 
  0.5186   0.6872 617.0000 
  0.6327   0.2274 343.0000 
  0.7124   0.5588 306.0000 
  0.6538   0.9021 572.0000 
  0.6606   0.6483 327.0000 
  0.6316   0.6895 570.0000 
  0.6564   0.9930 713.0000 
  0.6888   0.4895 617.0000 
  0.6660   0.7697 482.0000 
  0.6888   0.9432 739.0000 
  0.7077   0.4750 520.0000 
  0.6522   0.9720 785.0000 
  0.6711   0.8031 447.0000 
  0.6386   0.9579 642.0000 
  0.6894   0.9985 689.0000 
  0.6396   0.9201 738.0000 
  0.7046   0.7946 589.0000 
  0.7027   0.9365 693.0000 
  0.6853   0.0000 556.0000 
  0.7374   0.0049 617.0000 
  0.7504   0.0000 565.0000 
  0.7366   0.0054 372.0000 
  0.7495   0.0037 543.0000 
  0.7460   0.0018 559.0000 
  0.7328   0.0000 494.0000 
  0.7085   0.0127 710.0000 
  0.6517   0.2512 422.0000 
  0.7830   0.0521 576.0000 
  0.6126   0.0663 1931.0000 
  0.6731   0.0118 1352.0000 
  0.7073   0.0347 779.0000 
  0.7160   0.0226 972.0000 
  0.6983   0.0101 991.0000 
  0.7151   0.0522 1513.0000 
  0.7112   0.0485 1423.0000 
  0.5192   0.7600 1304.0000 
  0.6135   0.5941 877.0000 
  0.5439   0.5219 1048.0000 
  0.6261   0.7183 1150.0000 
  0.6035   0.6842 1029.0000 
  0.5048   0.9940 840.0000 
  0.4972   0.9916 714.0000 
  0.5561   0.7303 838.0000 
  0.5423   0.7745 887.0000 
  0.5585   0.7685 743.0000 
  0.5639   0.9927 548.0000 
  0.5789   0.6976 1273.0000 
  0.6116   0.6496 1210.0000 
  0.6009   0.9183 1065.0000 
  0.6877   0.0714 967.0000 
  0.6504   0.3837 675.0000 
  0.6295   0.1211 421.0000 
  0.6152   0.2911 395.0000 
  0.7024   0.2175 662.0000 
  0.6518   0.2503 899.0000 
  0.7645   0.0109 1469.0000 
  0.6536   0.0175 1146.0000 
  0.6482   0.0837 1171.0000 
  0.6677   0.1358 1237.0000 
  0.7512   0.0031 1600.0000 
  0.7675   0.0059 1527.0000 
  0.7054   0.0123 896.0000 
  0.6961   0.0073 1372.0000 
  0.6844   0.1071 1616.0000 
  0.6656   0.0011 921.0000 
  0.7082   0.0030 1645.0000 
  0.6943   0.0115 870.0000 
  0.7092   0.0133 901.0000 
  0.7038   0.0638 1239.0000 
  0.6838   0.0594 1145.0000 
  0.7631   0.2132 1224.0000 
  0.7133   0.0077 1172.0000 
  0.6906   0.0094 1060.0000 
  0.7409   0.0201 745.0000 
  0.7472   0.0147 1424.0000 
  0.6781   0.0481 873.0000 
  0.6774   0.0518 868.0000 
  0.7022   0.0027 742.0000 
  0.7294   0.0224 850.0000 
  0.7080   0.0560 500.0000 
  0.7352   0.0045 1118.0000 
  0.5539   0.9744 547.0000 
  0.5237   0.9489 802.0000 
  0.5802   0.1982 898.0000 
  0.5810   0.1040 654.0000 
  0.5610   0.2539 508.0000 
  0.5777   0.9940 997.0000 
  0.5346   0.9870 1459.0000 
  0.5435   0.9925 1196.0000 
  0.7034   0.0015 1305.0000 
  0.7312   0.0083 1209.0000 
  0.6963   0.0342 1169.0000 
  0.6164   0.2083 816.0000 
  0.7387   0.0440 796.0000 
  0.8691   0.3054 573.0000 
  0.8524   0.5483 569.0000 
  0.8394   0.6104 847.0000 
  0.7353   0.0000  34.0000 
  0.7333   0.0000  90.0000 
  0.8130   0.0163 1353.0000 
  0.8084   0.0303 1848.0000 
  0.7843   0.0903 1108.0000 
  0.7900   0.2210 638.0000 
  0.6768   0.7439 164.0000 
  0.6444   0.0000  45.0000 
  0.8380   0.4279 673.0000 
  0.8044   0.1511 225.0000 
  0.7858   0.2424 1634.0000 
  0.7201   0.2543 1211.0000 
  0.7046   0.1248 633.0000 
  0.6457   0.0358 1397.0000 
  0.6828   0.3453 1031.0000 
  0.7268   0.0260 538.0000 
  0.7969   0.3875 320.0000 
  0.8280   0.4713 157.0000 
  0.8305   0.2373  59.0000 
  0.7315   0.6923 663.0000 
  0.7445   0.4599 137.0000 
  0.7858   0.5390 551.0000 
  0.8442   0.3189 969.0000 
  0.8033   0.2951  61.0000 
  0.7763   0.8333 684.0000 
  0.8125   0.3047 128.0000 
  0.8144   0.0539 167.0000 
  0.7834   0.0677 517.0000 
  0.8040   0.1355 1306.0000 
  0.8571   0.1937 511.0000 
  0.8333   0.3945 768.0000 
  0.7606   0.7625 1562.0000 
  0.8002   0.1342 1006.0000 
  0.8342   0.1708 404.0000 
  0.8062   0.0833 516.0000 
  0.7729   1.0000 1233.0000 
  0.8367   0.1780 1837.0000 
  0.8303   0.4725 218.0000 
  0.8716   0.1177 654.0000 
  0.5314   0.6106 303.0000 
  0.5424   0.9907 968.0000 
  0.5851   0.9970 670.0000 
  0.4571   0.6941 595.0000 
  0.4541   0.7295 207.0000 
  0.5622   0.1994 667.0000 
  0.6225   0.1430 853.0000 
  0.5549   0.1771 638.0000 
  0.6801   0.1098 747.0000 
  0.6787   0.1311 305.0000 
  0.7528   0.0037 817.0000 
  0.6503   0.1353 998.0000 
  0.5128   0.9820 665.0000 
  0.6105   0.1017 688.0000 
  0.7177   0.0277 829.0000 
  0.7034   0.2514 1635.0000 
  0.6470   0.2687 1269.0000 
  0.6727   0.0223 1164.0000 
  0.6869   0.0421 214.0000 
  0.5830   0.9727 1427.0000 
  0.5645   0.0524 1031.0000 
  0.5657   0.9779 997.0000 
  0.5357   0.9848 1122.0000 
  0.5270   0.9865 518.0000 
  0.5298   0.9817 655.0000 
  0.5748   0.7394 1270.0000 
  0.6146   0.0551 563.0000 
  0.5510   0.9927 686.0000 
  0.6484   0.0117 1115.0000 
  0.6477   0.0175 457.0000 
  0.5813   0.0676 1199.0000 
  0.3172   0.6737 662.0000 
  0.3531   0.9406 320.0000 
  0.6892   0.0259 888.0000 
  0.6040   0.1677 495.0000 
  0.5506   0.0886 158.0000 
  0.7340   0.0740 500.0000 
  0.7830   0.0934 696.0000 
  0.7448   0.0000 145.0000 
  0.6895   0.1396 351.0000 
  0.6923   0.0000 156.0000 
  0.7617   0.1192 193.0000 
  0.6459   0.5062 723.0000 
  0.7020   0.5743 1010.0000 
  0.6586   0.2138 290.0000 
  0.7533   0.0303 758.0000 
  0.8074   0.0510 353.0000 
  0.7625   0.5875  80.0000 
  0.7975   0.0198 405.0000 
  0.7291   0.0000 203.0000 
  0.7059   0.9902 306.0000 
  0.7122   0.1033 271.0000 
  0.7482   0.0036 274.0000 
  0.7202   0.0222 361.0000 
  0.6667   0.0124 402.0000 
  0.6178   0.0096 416.0000 
  0.6649   0.0000 379.0000 
  0.7314   0.0000 283.0000 
  0.6524   0.0000 164.0000 
  0.7128   0.0000 289.0000 
  0.6775   0.0000 524.0000 
  0.7703   0.0000 222.0000 
  0.7926   0.0000 704.0000 
  0.6506   0.0542 498.0000 
  0.6033   0.5761 184.0000 
  0.7467   0.1743 304.0000 
  0.6774   0.0000 499.0000 
  0.7630   0.0058 173.0000 
  0.7184   0.0000 103.0000 
  0.4318   0.0000 132.0000 
  0.5856   0.0000 181.0000 
  0.6742   0.9948 574.0000 
  0.6671   0.1485 808.0000 
  0.5255   0.2992 1728.0000 
  0.6239   0.0653 1332.0000 
  0.7256   0.0145 1516.0000 
  0.5344   0.3993 829.0000 
  0.5396   0.1367 278.0000 
  0.5589   0.3359 1036.0000 
  0.6403   0.0202 1240.0000 
  0.5226   0.2711 664.0000 
  0.6405   0.0257 1399.0000 
  0.6329   0.0848 1580.0000 
  0.6357   0.1959 689.0000 
  0.5505   0.0917 109.0000 
  0.5918   0.0028 708.0000 
  0.6059   0.0000 505.0000 
  0.5984   0.0027 371.0000 
  0.6312   0.0035 282.0000 
  0.6793   0.0044 2039.0000 
  0.5504   0.2063 1052.0000 
  0.6233   0.0039 1277.0000 
  0.6610   0.0014 705.0000 
  0.6375   0.0388 902.0000 
  0.6245   0.0238 799.0000 
  0.6308   0.0106 1040.0000 
  0.7680   0.0131 306.0000 
  0.6190   0.0000 168.0000 
  0.7135   0.0052 192.0000 
  0.5703   0.1369 263.0000 
  0.7628   0.0060 666.0000 
  0.7154   0.0000 130.0000 
  0.6100   0.0000 1323.0000 
  0.6732   0.0025 407.0000 
  0.6552   0.0125 638.0000 
  0.7032   0.0025 785.0000 
  0.5259   0.0000 386.0000 
  0.7132   0.0050 401.0000 
  0.6243   0.0452 354.0000 
  0.6690   0.0276 290.0000 
  0.7051   0.0535 729.0000 
  0.6697   0.0769 221.0000 
  0.7253   0.1253 495.0000 
  0.6921   0.1525 354.0000 
  0.7007   0.7847 274.0000 
  0.8000   0.3355 155.0000 
  0.4707   0.7267 461.0000 
  0.6878   0.4932 221.0000 
  0.7384   0.9964 558.0000 
  0.6903   0.4344 465.0000 
  0.6252   0.0920 739.0000 
  0.6781   0.0000 146.0000 
  0.5974   0.1039 231.0000 
  0.5081   0.6090 555.0000 
  0.7815   0.0180 833.0000 
  0.7281   0.0500 320.0000 
  0.6388   0.3612 227.0000 
  0.7081   0.1636 483.0000 
  0.6973   0.7397 968.0000 
